"Species" "Domain" "Min.sup" "Max.sup" "Classif" "NaCl." "Unit" "Year" "Genus" "Family" "Order" "Class" "Phylum" "Kingdom"
"502" "Haloferax mucosum" "A" 1.7 5.1 "Extreme" "s" "m" 2008 "Haloferax" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"503" "Halogranum amylolyticum" "A" 1.4 5.1 "Extreme" "s" "m" 2011 "Halogranum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"504" "Haloparvum sedimenti" "A" 1.7 5.1 "Extreme" "s" "m" 2016 "Haloparvum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"505" "Halorubrum pallidum" "A" 2.6 5.1 "Extreme" "s" "m" 2016 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"506" "Halorubrum yunnanense" "A" 1.7 5.1 "No Class" "s" "m" 2015 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"507" "Halovivax cerinus" "A" 2.5 5.1 "Extreme" "s" "m" 2015 "Halovivax" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"508" "Natribaculum longum" "A" 0.9 5.1 "Extreme" "s" "m" 2015 "Natribaculum" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"509" "Natrinema gari " "A" 1.7 5.1 "Extreme" "s" "m" 2008 "Natrinema" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"510" "Natrinema saccharevitans" "A" 1.71 5.1 "Extreme" "s" "m" 2005 "Natrinema" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"511" "Salinigranum marinum" "A" 1.4 5.1 "No Class" "s" "m" 2023 "Salinigranum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"512" "Halalkalicoccus tibetensis" "A" 1.4 5.2 "Extreme" "s" "m" 2005 "Halalkalicoccus" "Halalkalicoccaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"513" "Halorubrum gandharaense" "A" 3 5.2 "No Class" "s" "m" 2015 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"514" "Halorubrum tibetense" "A" 1.7 5.2 "No Class" "s" "m" 2004 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"515" "Halorubrum xinjiangense" "A" 2 5.2 "No Class" "s" "m" 2004 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"516" "Halovivax ruber" "A" 2.5 5.2 "Extreme" "s" "m" 2007 "Halovivax" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"517" "Limimonas halophila" "B" 2.5 5.2 "Extreme" "s" "m" 2013 "Limimonas" "Rhodovibrionaceae" "Rhodospirillales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"518" "Natrinema longum" "A" 1.7 5.2 "Extreme" "s" "m" 2006 "Natrinema" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"519" "Halolamina salina" "A" 1.9 5.4 "Extreme" "s" "m" 2013 "Halolamina" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"520" "Natrinema salifodinae" "A" 1.9 5.4 "Extreme" "s" "m" 2013 "Natrinema" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"521" "Halobiforma haloterrestris" "A" 2.2 6.5 "Extreme" "s" "m" 2002 "Halobiforma" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"523" "Natronococcus arnylolyticus" "A" 1.369 5.137 "Extreme" "s" "m" 1995 "Natronococcus" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"524" "Natrinema thermotolerans" "A" 2 4.3 "Extreme" "s" "m" 2000 "Natrinema" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"525" "Halomicrobium mukohataei" "A" 2.5 4.5 "Extreme" "s" "m" 1997 "Halomicrobium" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"526" "Natronoarchaeum persicum" "A" 2.5 4.5 "No Class" "s" "m" 2017 "Natronoarchaeum" "Natronoarchaeaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"527" "Natronolimnohabitans innermongolicus" "A" 2.5 4.5 "Extreme" "s" "m" 2020 "Natronolimnohabitans" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"528" "Haloarchaeobius iranensis" "A" 0.342231348391513 0.855578370978782 "Extreme" "s" "p" 2012 "Haloarchaeobius" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"529" "Halopenitus malekzadehii" "A" 1.7 5 "Extreme" "s" "m" 2013 "Halopenitus" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"530" "Halobacterium jilantaiense" "A" 2.7 5.2 "No Class" "s" "m" 2006 "Halobacterium" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"531" "Haloferax prahovense" "A" 2.5 5.2 "Extreme" "s" "m" 2007 "Haloferax" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"532" "Natronomonas pharaonis" "A" 2 5.2 "No Class" "s" "m" 1997 "Natronomonas" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"533" "Halopelagius longus" "A" 1.8 6 "Extreme" "s" "m" 2013 "Halopelagius" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"534" "Natronobacterium nitratireducens" "A" 2.5 6 "No Class" "s" "m" 2001 "Natronobacterium" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"535" "Natrialba taiwanensis" "A" 2 6.16 "Extreme" "s" "m" 2001 "Natrialba" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"536" "Pacificoceanicola onchidii" "B" 0.0855578370978782 1.11225188227242 "Slight" "s" "p" 2023 "Pacificoceanicola" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"537" "Jeotgalibacillus marinus" "B" 0 1.19780971937029 "Moderate" "s" "p" 1979 "Jeotgalibacillus" "Caryophanaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"538" "Kordiimonas aestuarii" "B" 0.171115674195756 1.54004106776181 "Slight" "s" "p" 2012 "Kordiimonas" "Temperatibacteraceae" "Kordiimonadales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"539" "Enterovibrio calviensis" "B" 0.256673511293635 2.05338809034908 "No Class" "s" "p" 2002 "Enterovibrio" "Vibrionaceae" "Vibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"540" "Arcobacter halophilus" "B" 0.0855578370978782 2.31006160164271 "No Class" "s" "p" 2005 "Arcobacter" "Arcobacteraceae" "Campylobacterales" "Epsilonproteobacteria" "Pseudomonadota" "Pseudomonadati"
"541" "Virgibacillus oceani" "B" 0.0855578370978782 3.08008213552361 "Moderate" "s" "p" 2015 "Virgibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"542" "Haloarcula mannanilytica" "A" 1.5 4.6 "No Class" "s" "m" 2020 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"543" "Marinilactibacillus psychrotolerans" "B" 0 3.507871321013 "No Class" "s" "p" 2003 "Marinilactibacillus" "Carnobacteriaceae" "Lactobacillales" "Bacilli" "Bacillota" "Bacillati"
"544" "Haloarcula quadrata" "A" 2.7 4.3 "No Class" "s" "m" 1999 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"545" "Halogranum rubrum" "A" 2.6 4.3 "Extreme" "s" "m" 2010 "Halogranum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"546" "Haladaptatus halobius" "A" 1.7 4.8 "Extreme" "s" "m" 2022 "Haladaptatus" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"547" "Halobacterium litoreum" "A" 1.7 4.8 "No Class" "s" "m" 2017 "Halobacterium" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"548" "Halobaculum halophilum" "A" 1.7 4.8 "No Class" "s" "m" 2021 "Halobaculum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"549" "Halopelagius inordinatus" "A" 2.6 4.8 "Extreme" "s" "m" 2010 "Halopelagius" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"550" "Natrinema salinisoli" "A" 1.7 4.8 "Extreme" "s" "m" 2022 "Natrinema" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"551" "Natronosalvus halobius" "A" 0.9 4.8 "No Class" "s" "m" 2023 "Natronosalvus" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"552" "Haloarcula marismortui" "A" 1.7 5.1 "Extreme" "s" "m" 1990 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"553" "Halobellus limi" "A" 1.4 5.1 "No Class" "s" "m" 2012 "Halobellus" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"554" "Halogeometricum limi" "A" 2.1 5.1 "No Class" "s" "m" 2010 "Halogeometricum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"555" "Halogeometricum rufum" "A" 2.1 5.1 "No Class" "s" "m" 2010 "Halogeometricum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"556" "Halogranum gelatinilyticum" "A" 1.7 5.1 "Extreme" "s" "m" 2011 "Halogranum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"557" "Halolamina pelagica" "A" 1.4 5.1 "Extreme" "s" "m" 2011 "Halolamina" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"558" "Haloterrigena alkaliphila" "A" 1.4 5.1 "Extreme" "s" "m" 2022 "Haloterrigena" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"559" "Natronosalvus caseinilyticus" "A" 1.4 5.1 "No Class" "s" "m" 2023 "Natronosalvus" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"560" "Halolamina salifodinae" "A" 1.6 5.4 "Extreme" "s" "m" 2013 "Halolamina" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"561" "Amorphus coralli" "B" 0 0.684462696783025 "Tolerant" "s" "p" 2008 "Amorphus" "Acuticoccaceae" "Hyphomicrobiales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"562" "Natrinema soli" "A" 3 4.5 "Extreme" "s" "m" 2017 "Natrinema" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"564" "Halanaeroarchaeum sulfurireducens" "A" 3 5 "Extreme" "s" "m" 2016 "Halanaeroarchaeum" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"565" "Halococcoides cellulosivorans" "A" 2.5 5 "Extreme" "s" "m" 2019 "Halococcoides" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"566" "Halomicrobium urmianum" "A" 2.5 5 "Extreme" "s" "m" 2016 "Halomicrobium" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"567" "Halovenus aranensis" "A" 2.5 5 "Extreme" "s" "m" 2012 "Halovenus" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"568" "Hasllibacter halocynthiae" "B" 0.171115674195756 0.855578370978782 "No Class" "s" "p" 2012 "Hasllibacter" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"570" "Natribaculum luteum" "A" 2.5 5 "Extreme" "s" "m" 2015 "Natribaculum" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"571" "Halovenus carboxidivorans" "A" 3 5.4 "Extreme" "s" "m" 2020 "Halovenus" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"572" "Chryseobacterium solincola" "B" 0 1.02669404517454 "Tolerant" "s" "p" 2010 "Chryseobacterium" "Weeksellaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"573" "Maribacter pelagius" "B" 0.342231348391513 1.02669404517454 "Slight" "s" "p" 2017 "Maribacter" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"574" "Photobacterium arenosum" "B" 0 1.02669404517454 "No Class" "s" "p" 2021 "Photobacterium" "Vibrionaceae" "Vibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"575" "Roseovarius lutimaris" "B" 0.171115674195756 1.02669404517454 "Moderate" "s" "p" 2013 "Roseovarius" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"576" "Natrialba asiatica" "A" 2 6.16 "Extreme" "s" "m" 2001 "Natrialba" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"577" "Corallomonas stylophorae" "B" 0.0855578370978782 1.19780971937029 "No Class" "s" "p" 2013 "Corallomonas" "Oceanospirillaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"578" "Gynuella sunshinyii" "B" 0.171115674195756 1.19780971937029 "Moderate" "s" "p" 2015 "Gynuella" "Gynuellaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"579" "Nocardiopsis nanhaiensis" "B" 0 1.19780971937029 "Moderate" "s" "p" 2015 "Nocardiopsis" "Nocardiopsidaceae" "Streptosporangiales" "Actinomycetes" "Actinomycetota" "Bacillati"
"581" "Thiorhodococcus fuscus" "B" 0.0855578370978782 1.19780971937029 "Moderate" "s" "p" 2015 "Thiorhodococcus" "Chromatiaceae" "Chromatiales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"582" "Vibrio aerogenes" "B" 0.171115674195756 1.19780971937029 "Slight" "s" "p" 2000 "Vibrio" "Vibrionaceae" "Vibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"583" "Zooshikella ganghwensis" "B" 0.171115674195756 1.19780971937029 "No Class" "s" "p" 2003 "Zooshikella" "Zooshikellaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"584" "Flagellimonas taeanensis" "B" 0.171115674195756 1.36892539356605 "Moderate" "s" "p" 2013 "Flagellimonas" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"585" "Glaciecola amylolytica" "B" 0.171115674195756 1.36892539356605 "Slight" "s" "p" 2019 "Glaciecola" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"586" "Pseudogracilibacillus endophyticus" "B" 0 1.36892539356605 "Moderate" "s" "p" 2018 "Pseudogracilibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"587" "Rhodovulum aestuarii" "B" 0 1.36892539356605 "Moderate" "s" "p" 2016 "Rhodovulum" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"588" "Roseithermus sacchariphilus" "B" 0.0855578370978782 1.36892539356605 "No Class" "s" "p" 2019 "Roseithermus" "Rhodothermaceae" "Rhodothermales" "Rhodothermia" "Rhodothermota" "Pseudomonadati"
"590" "Pararhodobacter oceanensis" "B" 0.0855578370978782 1.54004106776181 "Moderate" "s" "p" 2019 "Pararhodobacter" "Paracoccaceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"591" "Amorphus suaedae" "B" 0 1.71115674195756 "Slight" "s" "p" 2013 "Amorphus" "Acuticoccaceae" "Hyphomicrobiales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"593" "Lolliginicoccus lacisalsi" "B" 0 1.71115674195756 "Tolerant" "s" "p" 2021 "Lolliginicoccus" "Nocardiaceae" "Mycobacteriales" "Actinomycetes" "Actinomycetota" "Bacillati"
"594" "Lutimaribacter pacificus" "B" 0.0855578370978782 1.71115674195756 "Moderate" "s" "p" 2009 "Lutimaribacter" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"595" "Methylophaga alcalica" "B" 0.00855578370978782 1.71115674195756 "Moderate" "s" "p" 2003 "Methylophaga" "Piscirickettsiaceae" "Beggiatoales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"596" "Microbulbifer maritimus" "B" 0.0855578370978782 1.71115674195756 "Slight" "s" "p" 2004 "Microbulbifer" "Microbulbiferaceae" "Cellvibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"597" "Mongoliicoccus roseus" "B" 0 1.71115674195756 "Tolerant" "s" "p" 2012 "Mongoliicoccus" "Cyclobacteriaceae" "Cytophagales" "Cytophagia" "Bacteroidota" "Pseudomonadati"
"598" "Ornithinibacillus bavariensis" "B" 0 1.71115674195756 "Tolerant" "s" "p" 2006 "Ornithinibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"599" "Salinimicrobium catena" "B" 0.0171115674195756 1.71115674195756 "Moderate" "s" "p" 2007 "Salinimicrobium" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"601" "Tagaea marina" "B" 0.171115674195756 1.71115674195756 "No Class" "s" "p" 2016 "Tagaea" "Rhodospirillaceae" "Rhodospirillales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"602" "Christiangramia aestuarii" "B" 0.171115674195756 1.88227241615332 "Tolerant" "s" "p" 2013 "Christiangramia" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"603" "Pseudidiomarina taiwanensis" "B" 0.0855578370978782 1.88227241615332 "No Class" "s" "p" 2006 "Pseudidiomarina" "Idiomarinaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"604" "Salipiger aestuarii" "B" 0.171115674195756 1.88227241615332 "Moderate" "s" "p" 2011 "Salipiger" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"605" "Demequina aestuarii" "B" 0 2.05338809034908 "Slight" "s" "p" 2007 "Demequina" "Demequinaceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"606" "Psychrobacter coccoides" "B" 0.0855578370978782 2.05338809034908 "Slight" "s" "p" 2022 "Psychrobacter" "Moraxellaceae" "Pseudomonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"607" "Psychromarinibacter halotolerans" "B" 0.171115674195756 2.05338809034908 "Tolerant" "s" "p" 2017 "Psychromarinibacter" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"608" "Alteromonas simiduii" "B" 0.0855578370978782 2.22450376454483 "No Class" "s" "p" 2007 "Alteromonas" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"609" "Profundirhabdus halotolerans" "B" 0 2.22450376454483 "No Class" "s" "p" 2023 "Profundirhabdus" "Nitriliruptoraceae" "Nitriliruptorales" "Nitriliruptoria" "Actinomycetota" "Bacillati"
"610" "Alteromonas tagae" "B" 0 2.39561943874059 "No Class" "s" "p" 2007 "Alteromonas" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"611" "Oceanobacillus pacificus" "B" 0 2.39561943874059 "Moderate" "s" "p" 2014 "Oceanobacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"612" "Ornithinicoccus halotolerans" "B" 0 2.39561943874059 "Tolerant" "s" "p" 2016 "Ornithinicoccus" "Intrasporangiaceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"613" "Alteromonas alterisediminis" "B" 0.342231348391513 2.56673511293635 "Slight" "s" "p" 2018 "Alteromonas" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"614" "Halomonas songnenensis" "B" 0.0342231348391513 2.56673511293635 "Moderate" "s" "p" 2014 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"615" "Mesonia oceanica" "B" 0.171115674195756 2.56673511293635 "Slight" "s" "p" 2020 "Mesonia" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"616" "Microbulbifer flavimaris" "B" 0.0855578370978782 2.56673511293635 "No Class" "s" "p" 2019 "Microbulbifer" "Microbulbiferaceae" "Cellvibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"617" "Microbulbifer sediminum" "B" 0.171115674195756 2.56673511293635 "Tolerant" "s" "p" 2023 "Microbulbifer" "Microbulbiferaceae" "Cellvibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"618" "Salinimicrobium marinum" "B" 0.0855578370978782 2.56673511293635 "No Class" "s" "p" 2010 "Salinimicrobium" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"619" "Zhihengliuella somnathii" "B" 0.0855578370978782 2.56673511293635 "Tolerant" "s" "p" 2015 "Zhihengliuella" "Micrococcaceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"620" "Fictibacillus nanhaiensis" "B" 0 3.08008213552361 "Slight" "s" "p" 2011 "Fictibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"621" "Salinisphaera aquimarina" "B" 0.171115674195756 3.08008213552361 "Moderate" "s" "p" 2018 "Salinisphaera" "Salinisphaeraceae" "Nevskiales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"622" "Alkalibacterium putridalgicola" "B" 0 3.42231348391513 "Slight" "s" "p" 2009 "Alkalibacterium" "Carnobacteriaceae" " Lactobacillales" "Bacilli" "Bacillota" "Bacillati"
"623" "Shouchella xiaoxiensis" "B" 0.0855578370978782 3.42231348391513 "Slight" "s" "p" 2011 "Shouchella" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"625" "Marinobacter antarcticus" "B" 0 4.27789185489391 "Tolerant" "s" "p" 2012 "Marinobacter" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
